Transaction_ID;Office;Service_Type;Processing_Time;Status;Feedback;Date
6520;Tamiya Office;rental contract authentication;24;Completed;no feedback;09/01/2026
6521;Fayoum Model Office;vehicle inheritance contract;226;Completed;very slow process;02/01/2026
6522;Al-Breid El-Gon Office;motorcycle sale power of attorney;14;Pending;satisfied;28/01/2026
6523;Fayoum University Office;vehicle inheritance contract;233;Pending;good;31/01/2026
6524;Tamiya Office;car operation authorization;14;Completed;good;27/01/2026
6525;Youssef El-Seddik Office;car sale power of attorney;38.48291949;Completed;not satisfied;08/01/2026
6526;Senores Office;vehicle inheritance contract;236;Completed;good service;26/01/2026
6527;Itsaa Office;car operation authorization;13;Pending;average service;12/01/2026
6528;Youssef El-Seddik Office;car sale power of attorney;11;Pending;excellent staff;02/01/2026
6529;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);12;Completed;good;25/01/2026
6530;Senores Office;rental contract authentication;25;Completed;good;12/01/2026
6531;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);10;Completed;good service;12/01/2026
6532;Itsaa Office;car operation authorization;38.48291949;Completed;no feedback;28/01/2026
6533;Senores Office;vehicle inheritance contract;211;Completed;bad experience;02/01/2026
6534;Unknown;motorcycle sale power of attorney;11;Pending;no feedback;06/01/2026
6535;Senores Office;rental contract authentication;23;Completed;satisfied;04/01/2026
6536;Fayoum Model Office;motorcycle sale power of attorney;11;Pending;bad experience;01/01/2026
6537;Fayoum Model Office;car sale power of attorney;13;Pending;good;30/01/2026
6538;Itsaa Office;general power of attorney (tax affairs);10;Completed;average service;23/01/2026
6539;Senores Office;motorcycle sale power of attorney;13;Completed;not satisfied;11/01/2026
6540;Youssef El-Seddik Office;general power of attorney (court cases);11;Completed;good service;16/01/2026
6541;Youssef El-Seddik Office;car sale power of attorney;10;Pending;satisfied;08/01/2026
6542;Senores Office;general power of attorney (court cases);11;Completed;bad experience;29/01/2026
6543;Senores Office;vehicle inheritance contract;211;Pending;average service;22/01/2026
6544;Youssef El-Seddik Office;vehicle inheritance contract;236;Pending;good service;18/01/2026
6545;Itsaa Office;general comprehensive power of attorney (banks & others);11;Pending;excellent staff;11/01/2026
6546;Itsaa Office;motorcycle sale power of attorney;13;Completed;good;22/01/2026
6547;Youssef El-Seddik Office;car sale power of attorney;13;Completed;excellent staff;16/01/2026
6548;Fayoum Model Office;general power of attorney (court cases);11;Pending;good;30/01/2026
6549;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);10;Completed;bad experience;05/01/2026
6550;Fayoum Model Office;general power of attorney (tax affairs);12;Completed;no feedback;23/01/2026
6551;El Fayoum Al-Dawahy Office;general power of attorney (court cases);13;Completed;satisfied;24/01/2026
6552;Senores Office;motorcycle sale power of attorney;13;Pending;average service;24/01/2026
6553;Fayoum Model Office;vehicle inheritance contract;203;Pending;excellent staff;21/01/2026
6554;Itsaa Office;general power of attorney (court cases);38.48291949;Completed;bad experience;06/01/2026
6555;El Fayoum Al-Dawahy Office;vehicle inheritance contract;206;Pending;good;31/01/2026
6556;Senores Office;car sale power of attorney;11;Pending;good service;15/01/2026
6557;Al-Breid El-Gon Office;rental contract authentication;29;Pending;satisfied;06/01/2026
6558;El Fayoum Al-Dawahy Office;general power of attorney (court cases);10;Completed;good;18/01/2026
6559;Youssef El-Seddik Office;car operation authorization;15;Pending;excellent staff;25/01/2026
6560;Fayoum Model Office;general power of attorney (court cases);11;Pending;good;02/01/2026
6561;Fayoum Model Office;general power of attorney (tax affairs);14;Pending;not satisfied;27/01/2026
6562;Fayoum Model Office;motorcycle sale power of attorney;13;Pending;very slow process;01/01/2026
6563;Fayoum Model Office;vehicle inheritance contract;216;Pending;satisfied;30/01/2026
6564;Youssef El-Seddik Office;car sale power of attorney;38.48291949;Completed;satisfied;15/01/2026
6565;Itsaa Office;rental contract authentication;18;Completed;good service;30/01/2026
6566;Itsaa Office;rental contract authentication;27;Pending;no feedback;06/01/2026
6567;El Fayoum Al-Dawahy Office;general power of attorney (court cases);14;Completed;not satisfied;30/01/2026
6568;Itsaa Office;car sale power of attorney;11;Completed;average service;25/01/2026
6569;Fayoum University Office;car sale power of attorney;15;Completed;average service;13/01/2026
6570;Tamiya Office;rental contract authentication;28;Pending;very slow process;26/01/2026
6571;Senores Office;motorcycle sale power of attorney;14;Completed;average service;02/01/2026
6572;Senores Office;car operation authorization;11;Pending;average service;22/01/2026
6573;Fayoum Model Office;car operation authorization;15;Completed;very slow process;06/01/2026
6574;Senores Office;general power of attorney (court cases);11;Pending;very slow process;30/01/2026
6575;Youssef El-Seddik Office;vehicle inheritance contract;237;Completed;good service;20/01/2026
6576;Tamiya Office;car sale power of attorney;13;Completed;average service;30/01/2026
6577;Itsaa Office;car operation authorization;15;Pending;good;06/01/2026
6578;Youssef El-Seddik Office;motorcycle sale power of attorney;15;Completed;average service;30/01/2026
6579;Tamiya Office;general power of attorney (court cases);13;Completed;satisfied;06/01/2026
6580;Tamiya Office;general power of attorney (court cases);14;Completed;no feedback;03/01/2026
6581;Fayoum Model Office;vehicle inheritance contract;215;Pending;no feedback;04/01/2026
6582;Youssef El-Seddik Office;general power of attorney (court cases);15;Pending;good service;10/01/2026
6583;Fayoum Model Office;motorcycle sale power of attorney;15;Pending;not satisfied;15/01/2026
6584;Senores Office;motorcycle sale power of attorney;14;Completed;good;06/01/2026
6585;Fayoum University Office;vehicle inheritance contract;215;Completed;very slow process;29/01/2026
6586;Fayoum University Office;car operation authorization;10;Completed;very slow process;25/01/2026
6587;Fayoum University Office;vehicle inheritance contract;38.48291949;Completed;good;21/01/2026
6588;Al-Breid El-Gon Office;vehicle inheritance contract;212;Pending;excellent staff;23/01/2026
6589;Unknown;rental contract authentication;27;Pending;not satisfied;17/01/2026
6590;Itsaa Office;general power of attorney (court cases);13;Completed;satisfied;30/01/2026
6591;Fayoum Model Office;car operation authorization;13;Completed;good service;13/01/2026
6592;Youssef El-Seddik Office;motorcycle sale power of attorney;11;Completed;excellent staff;27/01/2026
6593;Al-Breid El-Gon Office;car sale power of attorney;15;Completed;no feedback;10/01/2026
6594;Fayoum University Office;vehicle inheritance contract;182;Completed;good;01/01/2026
6595;Youssef El-Seddik Office;rental contract authentication;21;Pending;no feedback;27/01/2026
6596;Itsaa Office;car sale power of attorney;14;Completed;bad experience;19/01/2026
6597;El Fayoum Al-Dawahy Office;car sale power of attorney;12;Completed;no feedback;27/01/2026
6598;Itsaa Office;general comprehensive power of attorney (banks & others);12;Pending;bad experience;10/01/2026
6599;Itsaa Office;general power of attorney (court cases);14;Pending;good;18/01/2026
6600;Itsaa Office;car sale power of attorney;13;Pending;not satisfied;20/01/2026
6601;Fayoum University Office;general power of attorney (court cases);14;Pending;satisfied;28/01/2026
6602;Itsaa Office;general power of attorney (court cases);12;Completed;good service;11/01/2026
6603;Tamiya Office;rental contract authentication;28;Pending;good service;19/01/2026
6604;Fayoum University Office;car sale power of attorney;15;Completed;not satisfied;08/01/2026
6605;Fayoum University Office;general power of attorney (court cases);15;Pending;very slow process;16/01/2026
6606;Senores Office;vehicle inheritance contract;191;Completed;very slow process;09/01/2026
6607;Fayoum University Office;general power of attorney (court cases);10;Completed;excellent staff;21/01/2026
6608;Fayoum University Office;car operation authorization;14;Pending;very slow process;12/01/2026
6609;El Fayoum Al-Dawahy Office;car sale power of attorney;15;Completed;not satisfied;24/01/2026
6610;Youssef El-Seddik Office;car sale power of attorney;14;Completed;good service;01/01/2026
6611;Al-Breid El-Gon Office;car sale power of attorney;15;Pending;excellent staff;21/01/2026
6612;Youssef El-Seddik Office;car operation authorization;13;Completed;good service;23/01/2026
6613;Tamiya Office;motorcycle sale power of attorney;10;Completed;good service;09/01/2026
6614;Senores Office;car sale power of attorney;10;Pending;no feedback;06/01/2026
6615;Youssef El-Seddik Office;rental contract authentication;20;Pending;good;14/01/2026
6616;El Fayoum Al-Dawahy Office;general power of attorney (court cases);13;Completed;very slow process;15/01/2026
6617;Fayoum University Office;car operation authorization;11;Completed;good service;26/01/2026
6618;Itsaa Office;general power of attorney (court cases);14;Completed;no feedback;17/01/2026
6619;Senores Office;car operation authorization;14;Pending;average service;17/01/2026
6620;Senores Office;car sale power of attorney;12;Completed;average service;11/01/2026
6621;Fayoum Model Office;rental contract authentication;18;Completed;no feedback;19/01/2026
6622;Tamiya Office;general comprehensive power of attorney (banks & others);12;Completed;not satisfied;02/01/2026
6623;Itsaa Office;vehicle inheritance contract;193;Completed;satisfied;17/01/2026
6624;Youssef El-Seddik Office;general power of attorney (tax affairs);12;Completed;good;12/01/2026
6625;Fayoum Model Office;general comprehensive power of attorney (banks & others);10;Completed;good;09/01/2026
6626;Itsaa Office;general power of attorney (court cases);14;Pending;average service;17/01/2026
6627;Al-Breid El-Gon Office;vehicle inheritance contract;210;Completed;average service;29/01/2026
6628;Itsaa Office;general comprehensive power of attorney (banks & others);12;Completed;good service;24/01/2026
6629;Tamiya Office;general power of attorney (tax affairs);10;Completed;very slow process;03/01/2026
6630;Itsaa Office;car operation authorization;13;Completed;not satisfied;12/01/2026
6631;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);12;Completed;very slow process;15/01/2026
6632;Al-Breid El-Gon Office;motorcycle sale power of attorney;15;Completed;average service;26/01/2026
6633;Fayoum University Office;car operation authorization;15;Pending;average service;06/01/2026
6634;El Fayoum Al-Dawahy Office;general power of attorney (court cases);15;Pending;not satisfied;23/01/2026
6635;Youssef El-Seddik Office;general power of attorney (court cases);14;Completed;satisfied;17/01/2026
6636;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);38.48291949;Pending;good;30/01/2026
6637;Senores Office;car sale power of attorney;38.48291949;Pending;good service;03/01/2026
6638;Senores Office;rental contract authentication;17;Pending;bad experience;23/01/2026
6639;Al-Breid El-Gon Office;vehicle inheritance contract;184;Completed;very slow process;31/01/2026
6640;Tamiya Office;general power of attorney (court cases);10;Pending;average service;13/01/2026
6641;Itsaa Office;rental contract authentication;27;Pending;satisfied;01/01/2026
6642;Youssef El-Seddik Office;rental contract authentication;20;Completed;excellent staff;16/01/2026
6643;Fayoum University Office;rental contract authentication;29;Pending;excellent staff;15/01/2026
6644;Tamiya Office;car sale power of attorney;10;Pending;good;29/01/2026
6645;Fayoum University Office;motorcycle sale power of attorney;15;Pending;average service;22/01/2026
6646;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;11;Pending;very slow process;16/01/2026
6647;Fayoum Model Office;vehicle inheritance contract;224;Pending;not satisfied;10/01/2026
6648;Senores Office;car operation authorization;14;Completed;no feedback;01/01/2026
6649;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);13;Completed;good service;25/01/2026
6650;Senores Office;car operation authorization;12;Pending;good service;31/01/2026
6651;Fayoum University Office;motorcycle sale power of attorney;10;Pending;excellent staff;20/01/2026
6652;El Fayoum Al-Dawahy Office;vehicle inheritance contract;187;Completed;not satisfied;01/01/2026
6653;Tamiya Office;general comprehensive power of attorney (banks & others);10;Completed;satisfied;29/01/2026
6654;Tamiya Office;car sale power of attorney;38.48291949;Pending;very slow process;07/01/2026
6655;Al-Breid El-Gon Office;motorcycle sale power of attorney;13;Completed;good;06/01/2026
6656;El Fayoum Al-Dawahy Office;vehicle inheritance contract;202;Pending;good service;21/01/2026
6657;Al-Breid El-Gon Office;car sale power of attorney;12;Pending;no feedback;03/01/2026
6658;Tamiya Office;general power of attorney (tax affairs);15;Pending;very slow process;11/01/2026
6659;El Fayoum Al-Dawahy Office;vehicle inheritance contract;203;Completed;excellent staff;17/01/2026
6660;Fayoum Model Office;car sale power of attorney;12;Completed;not satisfied;17/01/2026
6661;Youssef El-Seddik Office;rental contract authentication;27;Pending;very slow process;17/01/2026
6662;El Fayoum Al-Dawahy Office;general power of attorney (court cases);15;Completed;not satisfied;03/01/2026
6663;Al-Breid El-Gon Office;vehicle inheritance contract;205;Pending;good;03/01/2026
6664;Al-Breid El-Gon Office;car sale power of attorney;12;Completed;no feedback;12/01/2026
6665;Itsaa Office;car operation authorization;13;Completed;average service;01/01/2026
6666;Al-Breid El-Gon Office;car operation authorization;15;Pending;not satisfied;09/01/2026
6667;Fayoum University Office;general power of attorney (court cases);12;Pending;good service;18/01/2026
6668;El Fayoum Al-Dawahy Office;rental contract authentication;15;Pending;satisfied;05/01/2026
6669;Tamiya Office;car operation authorization;11;Completed;excellent staff;09/01/2026
6670;Itsaa Office;vehicle inheritance contract;232;Pending;average service;10/01/2026
6671;Fayoum University Office;general power of attorney (court cases);10;Pending;good;20/01/2026
6672;Youssef El-Seddik Office;car sale power of attorney;10;Pending;satisfied;04/01/2026
6673;Youssef El-Seddik Office;vehicle inheritance contract;38.48291949;Completed;excellent staff;30/01/2026
6674;Tamiya Office;general power of attorney (tax affairs);14;Completed;satisfied;15/01/2026
6675;Youssef El-Seddik Office;motorcycle sale power of attorney;13;Completed;good;05/01/2026
6676;Fayoum Model Office;car operation authorization;15;Completed;not satisfied;26/01/2026
6677;Fayoum University Office;general comprehensive power of attorney (banks & others);14;Completed;good service;13/01/2026
6678;Fayoum University Office;car sale power of attorney;12;Pending;not satisfied;02/01/2026
6679;Fayoum Model Office;general power of attorney (court cases);10;Pending;satisfied;03/01/2026
6680;Fayoum Model Office;general power of attorney (court cases);12;Pending;not satisfied;29/01/2026
6681;Tamiya Office;rental contract authentication;26;Pending;excellent staff;17/01/2026
6682;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;38.48291949;Pending;very slow process;16/01/2026
6683;El Fayoum Al-Dawahy Office;rental contract authentication;19;Completed;bad experience;02/01/2026
6684;Senores Office;motorcycle sale power of attorney;12;Pending;good service;28/01/2026
6685;Senores Office;car operation authorization;13;Completed;average service;31/01/2026
6686;Itsaa Office;general power of attorney (tax affairs);13;Completed;satisfied;18/01/2026
6687;Al-Breid El-Gon Office;general power of attorney (tax affairs);38.48291949;Completed;average service;09/01/2026
6688;Fayoum University Office;general power of attorney (tax affairs);14;Completed;satisfied;27/01/2026
6689;Senores Office;general power of attorney (tax affairs);13;Pending;excellent staff;27/01/2026
6690;Senores Office;general comprehensive power of attorney (banks & others);10;Pending;good service;23/01/2026
6691;Itsaa Office;general power of attorney (tax affairs);13;Pending;very slow process;03/01/2026
6692;Fayoum Model Office;general comprehensive power of attorney (banks & others);12;Pending;not satisfied;18/01/2026
6693;Al-Breid El-Gon Office;vehicle inheritance contract;233;Completed;good service;07/01/2026
6694;Fayoum Model Office;general power of attorney (court cases);12;Completed;no feedback;14/01/2026
6695;Itsaa Office;general power of attorney (tax affairs);15;Completed;average service;20/01/2026
6696;Fayoum University Office;car sale power of attorney;12;Pending;very slow process;25/01/2026
6697;Al-Breid El-Gon Office;car sale power of attorney;14;Completed;good;30/01/2026
6698;Fayoum Model Office;general power of attorney (court cases);12;Completed;excellent staff;02/01/2026
6699;Senores Office;general comprehensive power of attorney (banks & others);14;Pending;not satisfied;24/01/2026
6700;Senores Office;general power of attorney (tax affairs);14;Pending;no feedback;17/01/2026
6701;Fayoum University Office;motorcycle sale power of attorney;13;Completed;bad experience;16/01/2026
6702;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);10;Pending;very slow process;09/01/2026
6703;Fayoum University Office;general power of attorney (tax affairs);15;Completed;not satisfied;22/01/2026
6704;Itsaa Office;car operation authorization;13;Pending;not satisfied;27/01/2026
6705;Senores Office;car operation authorization;13;Completed;average service;11/01/2026
6706;Tamiya Office;motorcycle sale power of attorney;14;Completed;very slow process;07/01/2026
6707;El Fayoum Al-Dawahy Office;general power of attorney (court cases);14;Pending;average service;27/01/2026
6708;Fayoum University Office;general comprehensive power of attorney (banks & others);15;Pending;bad experience;26/01/2026
6709;Al-Breid El-Gon Office;rental contract authentication;25;Completed;satisfied;09/01/2026
6710;Al-Breid El-Gon Office;vehicle inheritance contract;198;Completed;no feedback;30/01/2026
6711;Youssef El-Seddik Office;rental contract authentication;22;Completed;average service;01/01/2026
6712;El Fayoum Al-Dawahy Office;car operation authorization;13;Completed;satisfied;06/01/2026
6713;Senores Office;car sale power of attorney;38.48291949;Pending;satisfied;20/01/2026
6714;Fayoum Model Office;motorcycle sale power of attorney;11;Pending;excellent staff;25/01/2026
6715;Itsaa Office;general power of attorney (tax affairs);12;Pending;satisfied;09/01/2026
6716;Youssef El-Seddik Office;motorcycle sale power of attorney;11;Pending;excellent staff;10/01/2026
6717;Al-Breid El-Gon Office;general power of attorney (tax affairs);12;Completed;bad experience;04/01/2026
6718;Youssef El-Seddik Office;motorcycle sale power of attorney;14;Completed;average service;28/01/2026
6719;Al-Breid El-Gon Office;general power of attorney (tax affairs);13;Pending;good;18/01/2026
6720;Youssef El-Seddik Office;general power of attorney (tax affairs);10;Pending;no feedback;21/01/2026
6721;Unknown;general power of attorney (court cases);13;Pending;no feedback;28/01/2026
6722;Al-Breid El-Gon Office;rental contract authentication;22;Completed;good service;17/01/2026
6723;Tamiya Office;motorcycle sale power of attorney;12;Completed;good service;07/01/2026
6724;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);12;Completed;good;24/01/2026
6725;Senores Office;car operation authorization;13;Completed;no feedback;09/01/2026
6726;Al-Breid El-Gon Office;car sale power of attorney;15;Pending;no feedback;27/01/2026
6727;Fayoum University Office;general comprehensive power of attorney (banks & others);12;Completed;bad experience;10/01/2026
6728;Itsaa Office;general comprehensive power of attorney (banks & others);11;Pending;bad experience;26/01/2026
6729;Fayoum Model Office;general power of attorney (tax affairs);11;Completed;bad experience;04/01/2026
6730;Senores Office;car operation authorization;38.48291949;Completed;bad experience;16/01/2026
6731;El Fayoum Al-Dawahy Office;general power of attorney (court cases);12;Completed;not satisfied;21/01/2026
6732;Fayoum Model Office;vehicle inheritance contract;217;Completed;good service;17/01/2026
6733;Al-Breid El-Gon Office;general power of attorney (tax affairs);11;Pending;average service;04/01/2026
6734;Fayoum University Office;general comprehensive power of attorney (banks & others);12;Pending;very slow process;25/01/2026
6735;Itsaa Office;general comprehensive power of attorney (banks & others);12;Completed;average service;21/01/2026
6736;Senores Office;rental contract authentication;30;Completed;good service;24/01/2026
6737;Youssef El-Seddik Office;rental contract authentication;20;Completed;bad experience;15/01/2026
6738;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);15;Pending;not satisfied;27/01/2026
6739;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);13;Completed;bad experience;13/01/2026
6740;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);15;Completed;no feedback;16/01/2026
6741;Tamiya Office;car sale power of attorney;10;Completed;bad experience;28/01/2026
6742;Fayoum University Office;car operation authorization;11;Pending;not satisfied;31/01/2026
6743;Senores Office;general power of attorney (court cases);13;Completed;good;05/01/2026
6744;Senores Office;car sale power of attorney;10;Completed;excellent staff;09/01/2026
6745;Itsaa Office;motorcycle sale power of attorney;12;Pending;excellent staff;19/01/2026
6746;Youssef El-Seddik Office;car sale power of attorney;12;Completed;no feedback;22/01/2026
6747;Youssef El-Seddik Office;general power of attorney (court cases);13;Pending;average service;22/01/2026
6748;Tamiya Office;car operation authorization;15;Pending;not satisfied;10/01/2026
6749;Al-Breid El-Gon Office;general power of attorney (tax affairs);12;Completed;no feedback;31/01/2026
6750;Youssef El-Seddik Office;motorcycle sale power of attorney;14;Completed;satisfied;21/01/2026
6751;Fayoum University Office;general comprehensive power of attorney (banks & others);13;Completed;good service;18/01/2026
6752;Fayoum University Office;motorcycle sale power of attorney;10;Pending;satisfied;27/01/2026
6753;Youssef El-Seddik Office;motorcycle sale power of attorney;13;Pending;average service;16/01/2026
6754;Al-Breid El-Gon Office;car sale power of attorney;11;Completed;good;24/01/2026
6755;Unknown;rental contract authentication;20;Completed;excellent staff;03/01/2026
6756;Fayoum University Office;motorcycle sale power of attorney;15;Completed;bad experience;01/01/2026
6757;Fayoum University Office;rental contract authentication;26;Pending;bad experience;06/01/2026
6758;Youssef El-Seddik Office;vehicle inheritance contract;222;Pending;excellent staff;19/01/2026
6759;Fayoum University Office;general power of attorney (tax affairs);12;Completed;no feedback;25/01/2026
6760;Al-Breid El-Gon Office;general power of attorney (court cases);14;Completed;excellent staff;31/01/2026
6761;Tamiya Office;general power of attorney (court cases);14;Completed;good service;16/01/2026
6762;Fayoum University Office;car sale power of attorney;15;Completed;very slow process;19/01/2026
6763;El Fayoum Al-Dawahy Office;general power of attorney (court cases);14;Completed;average service;21/01/2026
6764;Al-Breid El-Gon Office;rental contract authentication;22;Pending;no feedback;29/01/2026
6765;Youssef El-Seddik Office;general power of attorney (court cases);10;Pending;bad experience;11/01/2026
6766;Itsaa Office;general comprehensive power of attorney (banks & others);14;Pending;no feedback;07/01/2026
6767;Tamiya Office;motorcycle sale power of attorney;10;Completed;satisfied;29/01/2026
6768;Fayoum University Office;car operation authorization;14;Pending;very slow process;26/01/2026
6769;Fayoum Model Office;general comprehensive power of attorney (banks & others);15;Pending;bad experience;04/01/2026
6770;Itsaa Office;vehicle inheritance contract;233;Completed;satisfied;01/01/2026
6771;Fayoum University Office;rental contract authentication;23;Completed;satisfied;05/01/2026
6772;Fayoum University Office;general power of attorney (court cases);13;Completed;good service;27/01/2026
6773;Tamiya Office;general comprehensive power of attorney (banks & others);15;Completed;good;12/01/2026
6774;Fayoum Model Office;car sale power of attorney;13;Pending;average service;10/01/2026
6775;Youssef El-Seddik Office;general power of attorney (tax affairs);12;Pending;good;22/01/2026
6776;Senores Office;car operation authorization;10;Completed;average service;16/01/2026
6777;Itsaa Office;car sale power of attorney;15;Pending;very slow process;25/01/2026
6778;Youssef El-Seddik Office;motorcycle sale power of attorney;11;Completed;bad experience;01/01/2026
6779;Fayoum University Office;vehicle inheritance contract;190;Pending;average service;09/01/2026
6780;Senores Office;vehicle inheritance contract;207;Pending;no feedback;28/01/2026
6781;Al-Breid El-Gon Office;car sale power of attorney;15;Pending;satisfied;01/01/2026
6782;Senores Office;vehicle inheritance contract;220;Completed;very slow process;24/01/2026
6783;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);14;Completed;very slow process;28/01/2026
6784;Itsaa Office;car operation authorization;11;Completed;excellent staff;30/01/2026
6785;Tamiya Office;car sale power of attorney;38.48291949;Completed;very slow process;03/01/2026
6786;El Fayoum Al-Dawahy Office;car operation authorization;12;Pending;bad experience;06/01/2026
6787;Tamiya Office;rental contract authentication;38.48291949;Completed;good service;25/01/2026
6788;Fayoum University Office;rental contract authentication;23;Completed;very slow process;05/01/2026
6789;El Fayoum Al-Dawahy Office;vehicle inheritance contract;205;Pending;average service;27/01/2026
6790;Al-Breid El-Gon Office;rental contract authentication;23;Completed;not satisfied;03/01/2026
6791;Senores Office;car operation authorization;15;Completed;excellent staff;12/01/2026
6792;Fayoum University Office;vehicle inheritance contract;208;Completed;bad experience;12/01/2026
6793;Itsaa Office;rental contract authentication;17;Completed;average service;23/01/2026
6794;Youssef El-Seddik Office;rental contract authentication;15;Pending;no feedback;24/01/2026
6795;Itsaa Office;motorcycle sale power of attorney;13;Completed;very slow process;19/01/2026
6796;Senores Office;general comprehensive power of attorney (banks & others);15;Completed;no feedback;13/01/2026
6797;Tamiya Office;general power of attorney (court cases);15;Pending;excellent staff;07/01/2026
6798;Tamiya Office;motorcycle sale power of attorney;12;Pending;excellent staff;21/01/2026
6799;El Fayoum Al-Dawahy Office;rental contract authentication;28;Pending;excellent staff;24/01/2026
6800;Fayoum University Office;rental contract authentication;26;Completed;excellent staff;27/01/2026
6801;Senores Office;motorcycle sale power of attorney;10;Completed;not satisfied;23/01/2026
6802;El Fayoum Al-Dawahy Office;rental contract authentication;17;Completed;bad experience;21/01/2026
6803;Youssef El-Seddik Office;rental contract authentication;30;Pending;very slow process;23/01/2026
6804;Senores Office;vehicle inheritance contract;225;Pending;average service;23/01/2026
6805;Fayoum University Office;vehicle inheritance contract;209;Completed;average service;02/01/2026
6806;Al-Breid El-Gon Office;motorcycle sale power of attorney;13;Completed;bad experience;28/01/2026
6807;Youssef El-Seddik Office;rental contract authentication;27;Completed;no feedback;27/01/2026
6808;Tamiya Office;car sale power of attorney;14;Completed;satisfied;12/01/2026
6809;Tamiya Office;vehicle inheritance contract;194;Completed;satisfied;13/01/2026
6810;Itsaa Office;rental contract authentication;28;Pending;good;06/01/2026
6811;Tamiya Office;rental contract authentication;22;Completed;bad experience;12/01/2026
6812;Senores Office;car sale power of attorney;10;Pending;bad experience;08/01/2026
6813;Fayoum University Office;rental contract authentication;17;Pending;satisfied;29/01/2026
6814;Senores Office;general comprehensive power of attorney (banks & others);15;Pending;average service;03/01/2026
6815;Youssef El-Seddik Office;car operation authorization;11;Completed;good;05/01/2026
6816;Senores Office;general comprehensive power of attorney (banks & others);12;Completed;good;24/01/2026
6817;Al-Breid El-Gon Office;rental contract authentication;29;Completed;excellent staff;19/01/2026
6818;Al-Breid El-Gon Office;general power of attorney (court cases);14;Completed;average service;14/01/2026
6819;Tamiya Office;general power of attorney (tax affairs);15;Completed;bad experience;27/01/2026
6820;El Fayoum Al-Dawahy Office;car sale power of attorney;13;Pending;excellent staff;23/01/2026
6821;Tamiya Office;general comprehensive power of attorney (banks & others);11;Completed;good service;29/01/2026
6822;Fayoum University Office;rental contract authentication;20;Completed;excellent staff;14/01/2026
6823;Unknown;general power of attorney (court cases);10;Pending;good;03/01/2026
6824;Youssef El-Seddik Office;vehicle inheritance contract;221;Completed;not satisfied;18/01/2026
6825;Tamiya Office;general comprehensive power of attorney (banks & others);15;Pending;good service;09/01/2026
6826;Fayoum University Office;car sale power of attorney;10;Pending;good;18/01/2026
6827;El Fayoum Al-Dawahy Office;car sale power of attorney;11;Pending;satisfied;08/01/2026
6828;Youssef El-Seddik Office;vehicle inheritance contract;38.48291949;Pending;good;02/01/2026
6829;Unknown;car sale power of attorney;10;Pending;satisfied;06/01/2026
6830;Fayoum Model Office;car operation authorization;11;Completed;bad experience;11/01/2026
6831;Youssef El-Seddik Office;car sale power of attorney;11;Completed;satisfied;16/01/2026
6832;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);10;Completed;very slow process;27/01/2026
6833;Fayoum Model Office;general power of attorney (court cases);14;Pending;average service;03/01/2026
6834;Al-Breid El-Gon Office;general power of attorney (tax affairs);11;Completed;no feedback;24/01/2026
6835;Youssef El-Seddik Office;general power of attorney (court cases);15;Completed;no feedback;22/01/2026
6836;Youssef El-Seddik Office;general power of attorney (court cases);12;Pending;no feedback;12/01/2026
6837;Itsaa Office;car sale power of attorney;13;Completed;good;27/01/2026
6838;Youssef El-Seddik Office;car sale power of attorney;10;Completed;good service;14/01/2026
6839;Al-Breid El-Gon Office;car sale power of attorney;10;Pending;very slow process;26/01/2026
6840;Fayoum University Office;motorcycle sale power of attorney;13;Pending;bad experience;24/01/2026
6841;Fayoum University Office;general power of attorney (court cases);14;Pending;very slow process;17/01/2026
6842;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);13;Pending;good service;16/01/2026
6843;Senores Office;motorcycle sale power of attorney;11;Completed;good service;17/01/2026
6844;Tamiya Office;general comprehensive power of attorney (banks & others);13;Pending;no feedback;05/01/2026
6845;Youssef El-Seddik Office;general power of attorney (tax affairs);10;Completed;not satisfied;05/01/2026
6846;Fayoum University Office;general power of attorney (court cases);13;Completed;average service;26/01/2026
6847;Youssef El-Seddik Office;motorcycle sale power of attorney;12;Completed;average service;04/01/2026
6848;Itsaa Office;motorcycle sale power of attorney;15;Completed;not satisfied;10/01/2026
6849;Itsaa Office;car sale power of attorney;11;Completed;good service;01/01/2026
6850;Itsaa Office;general comprehensive power of attorney (banks & others);13;Completed;very slow process;12/01/2026
6851;Tamiya Office;general comprehensive power of attorney (banks & others);10;Completed;no feedback;09/01/2026
6852;Senores Office;motorcycle sale power of attorney;15;Completed;average service;03/01/2026
